date,state,commodity,unit,price
2023-09-15,Adamawa,Yam,2.5 KG,1355.555
2023-09-15,Borno,Beans (red),2.5 KG,1472.1246153846153
2023-09-15,Borno,Oranges,400 G,167.235
2023-09-15,Borno,Rice (local),2.7 KG,2391.375
2023-09-15,Borno,Tomatoes,0.5 KG,152.2
2023-09-15,Borno,Yam,2.5 KG,1708.961818181818
2023-09-15,Yobe,Beans (red),2.5 KG,1525.928
2023-09-15,Yobe,Oranges,400 G,172.778
2023-09-15,Yobe,Rice (local),2.7 KG,2135.7999999999997
2023-09-15,Yobe,Tomatoes,0.5 KG,120.814
2023-09-15,Yobe,Yam,2.5 KG,1566.666
2023-10-15,Adamawa,Beans (red),2.5 KG,1654.03
2023-10-15,Adamawa,Oranges,400 G,155.65
2023-10-15,Adamawa,Tomatoes,0.5 KG,100.0
2023-10-15,Adamawa,Yam,2.5 KG,1340.32
2023-10-15,Borno,Beans (red),2.5 KG,1701.6758333333335
2023-10-15,Borno,Oranges,400 G,173.93666666666664
2023-10-15,Borno,Rice (local),2.7 KG,2305.0
2023-10-15,Borno,Tomatoes,0.5 KG,130.03
2023-10-15,Borno,Yam,2.5 KG,1415.9470000000001
2023-10-15,Yobe,Beans (red),2.5 KG,1588.8728571428571
2023-10-15,Yobe,Oranges,400 G,188.6357142857143
2023-10-15,Yobe,Rice (local),2.7 KG,1926.305
2023-10-15,Yobe,Tomatoes,0.5 KG,148.22625
2023-10-15,Yobe,Yam,2.5 KG,1672.7275
2023-11-15,Adamawa,Beans (red),2.5 KG,1355.0
2023-11-15,Adamawa,Oranges,400 G,168.33
2023-11-15,Adamawa,Rice (local),2.7 KG,1706.52
2023-11-15,Adamawa,Tomatoes,0.5 KG,149.52
2023-11-15,Borno,Beans (red),2.5 KG,1720.9284615384615
2023-11-15,Borno,Oranges,400 G,188.5490909090909
2023-11-15,Borno,Rice (local),2.7 KG,2336.226666666667
2023-11-15,Borno,Tomatoes,0.5 KG,182.05499999999998
2023-11-15,Borno,Yam,2.5 KG,1635.9833333333333
2023-12-15,Adamawa,Beans (red),2.5 KG,1533.33
2023-12-15,Adamawa,Oranges,400 G,169.12
2023-12-15,Adamawa,Rice (local),2.7 KG,1993.505
2023-12-15,Adamawa,Yam,2.5 KG,1500.37
2023-12-15,Borno,Oranges,400 G,275.0
2023-12-15,Borno,Rice (local),2.7 KG,2200.0
2023-12-15,Borno,Tomatoes,0.5 KG,200.0
2023-12-15,Borno,Yam,2.5 KG,2675.0
2023-12-15,Yobe,Beans (red),2.5 KG,1700.0
2023-12-15,Yobe,Oranges,400 G,175.0
2023-12-15,Yobe,Rice (local),2.7 KG,2377.6666666666665
2023-12-15,Yobe,Tomatoes,0.5 KG,100.0
2023-12-15,Yobe,Yam,2.5 KG,1477.6666666666667
2024-01-15,Borno,Beans (red),2.5 KG,2957.7045454545455
2024-01-15,Borno,Oranges,400 G,248.1975
2024-01-15,Borno,Rice (local),2.7 KG,3416.3309090909092
2024-01-15,Borno,Tomatoes,0.5 KG,189.42499999999998
2024-01-15,Borno,Yam,2.5 KG,2185.117777777778
2024-01-15,Yobe,Beans (red),2.5 KG,2234.1666666666665
2024-01-15,Yobe,Oranges,400 G,188.35999999999999
2024-01-15,Yobe,Rice (local),2.7 KG,2652.334
2024-01-15,Yobe,Tomatoes,0.5 KG,143.05666666666667
2024-01-15,Yobe,Yam,2.5 KG,1907.7285714285715
2024-02-15,Borno,Beans (red),2.5 KG,2338.0750000000003
2024-02-15,Borno,Oranges,400 G,206.206
2024-02-15,Borno,Rice (local),2.7 KG,3019.8142857142857
2024-02-15,Borno,Tomatoes,0.5 KG,148.054
2024-02-15,Borno,Yam,2.5 KG,1992.4257142857143
2024-02-15,Yobe,Beans (red),2.5 KG,2553.108333333333
2024-02-15,Yobe,Oranges,400 G,223.26285714285714
2024-02-15,Yobe,Rice (local),2.7 KG,2973.08
2024-02-15,Yobe,Tomatoes,0.5 KG,195.45333333333335
2024-02-15,Yobe,Yam,2.5 KG,1971.0657142857142
2024-03-15,Borno,Beans (red),2.5 KG,3194.5825
2024-03-15,Borno,Oranges,400 G,220.916
2024-03-15,Borno,Rice (local),2.7 KG,3315.368
2024-03-15,Borno,Tomatoes,0.5 KG,148.848
2024-03-15,Borno,Yam,2.5 KG,2316.0750000000003
2024-03-15,Yobe,Beans (red),2.5 KG,2901.696
2024-03-15,Yobe,Oranges,400 G,220.888
2024-03-15,Yobe,Rice (local),2.7 KG,3289.801111111111
2024-03-15,Yobe,Tomatoes,0.5 KG,143.81833333333333
2024-03-15,Yobe,Yam,2.5 KG,2369.1575
2024-04-15,Borno,Beans (red),2.5 KG,3477.78
2024-04-15,Borno,Oranges,400 G,200.0
2024-04-15,Borno,Rice (local),2.7 KG,3066.67
2024-04-15,Borno,Yam,2.5 KG,1500.0
2024-04-15,Yobe,Beans (red),2.5 KG,3222.221666666667
2024-04-15,Yobe,Oranges,400 G,224.3942857142857
2024-04-15,Yobe,Rice (local),2.7 KG,3367.3814285714284
2024-04-15,Yobe,Tomatoes,0.5 KG,177.8425
2024-04-15,Yobe,Yam,2.5 KG,2456.6671428571426
2024-05-15,Borno,Beans (red),2.5 KG,4577.368
2024-05-15,Borno,Oranges,400 G,228.28400000000002
2024-05-15,Borno,Rice (local),2.7 KG,3567.9314285714286
2024-05-15,Borno,Tomatoes,0.5 KG,191.00799999999998
2024-05-15,Borno,Yam,2.5 KG,2865.207142857143
2024-05-15,Yobe,Beans (red),2.5 KG,3670.97
2024-05-15,Yobe,Oranges,400 G,278.31714285714287
2024-05-15,Yobe,Rice (local),2.7 KG,3292.4733333333334
2024-05-15,Yobe,Tomatoes,0.5 KG,202.38166666666666
2024-05-15,Yobe,Yam,2.5 KG,2517.945
2024-06-15,Borno,Beans (red),2.5 KG,5297.555
2024-06-15,Borno,Oranges,400 G,215.47428571428574
2024-06-15,Borno,Rice (local),2.7 KG,3722.95375
2024-06-15,Borno,Tomatoes,0.5 KG,361.69166666666666
2024-06-15,Borno,Yam,2.5 KG,3068.592857142857
2024-06-15,Yobe,Beans (red),2.5 KG,4838.334
2024-06-15,Yobe,Oranges,400 G,231.54125
2024-06-15,Yobe,Rice (local),2.7 KG,3551.18
2024-06-15,Yobe,Tomatoes,0.5 KG,250.995
2024-06-15,Yobe,Yam,2.5 KG,3394.6299999999997
2024-07-15,Yobe,Beans (red),2.5 KG,5227.9175
2024-07-15,Yobe,Oranges,400 G,307.096
2024-07-15,Yobe,Rice (local),2.7 KG,3709.5533333333333
2024-07-15,Yobe,Tomatoes,0.5 KG,352.4175
2024-07-15,Yobe,Yam,2.5 KG,3262.7466666666664
2024-08-15,Borno,Beans (red),2.5 KG,5000.0
2024-08-15,Borno,Oranges,400 G,350.0
2024-08-15,Borno,Rice (local),2.7 KG,4800.0
2024-08-15,Borno,Tomatoes,0.5 KG,200.0
2024-08-15,Borno,Yam,2.5 KG,4250.0
2024-08-15,Yobe,Beans (red),2.5 KG,5390.325
2024-08-15,Yobe,Oranges,400 G,259.7575
2024-08-15,Yobe,Rice (local),2.7 KG,4127.57
2024-08-15,Yobe,Tomatoes,0.5 KG,275.82666666666665
2024-08-15,Yobe,Yam,2.5 KG,3061.29
2024-09-15,Adamawa,Beans (red),2.5 KG,6200.0
2024-09-15,Adamawa,Oranges,400 G,350.0
2024-09-15,Adamawa,Rice (local),2.7 KG,4250.0
2024-09-15,Adamawa,Tomatoes,0.5 KG,287.5
2024-09-15,Adamawa,Yam,2.5 KG,2525.0
2024-09-15,Borno,Beans (red),2.5 KG,5605.261
2024-09-15,Borno,Oranges,400 G,348.00333333333333
2024-09-15,Borno,Rice (local),2.7 KG,4708.082142857143
2024-09-15,Borno,Tomatoes,0.5 KG,314.813
2024-09-15,Borno,Yam,2.5 KG,3382.7153846153847
2024-09-15,Yobe,Beans (red),2.5 KG,5591.305
2024-09-15,Yobe,Oranges,400 G,311.3142857142857
2024-09-15,Yobe,Rice (local),2.7 KG,4213.0344444444445
2024-09-15,Yobe,Tomatoes,0.5 KG,152.0514285714286
2024-09-15,Yobe,Yam,2.5 KG,2721.6639999999998
2024-10-15,Adamawa,Beans (red),2.5 KG,5750.0
2024-10-15,Adamawa,Oranges,400 G,600.0
2024-10-15,Adamawa,Rice (local),2.7 KG,4000.0
2024-10-15,Adamawa,Tomatoes,0.5 KG,200.0
2024-10-15,Adamawa,Yam,2.5 KG,2250.0
2024-10-15,Borno,Beans (red),2.5 KG,3940.6905882352944
2024-10-15,Borno,Oranges,400 G,383.58166666666665
2024-10-15,Borno,Rice (local),2.7 KG,4751.913636363636
2024-10-15,Borno,Tomatoes,0.5 KG,245.19428571428574
2024-10-15,Borno,Yam,2.5 KG,3197.793333333333
2024-10-15,Yobe,Beans (red),2.5 KG,4496.742857142857
2024-10-15,Yobe,Oranges,400 G,354.23857142857145
2024-10-15,Yobe,Rice (local),2.7 KG,3688.006
2024-10-15,Yobe,Tomatoes,0.5 KG,166.66666666666666
2024-10-15,Yobe,Yam,2.5 KG,3535.882
2024-11-15,Adamawa,Beans (red),2.5 KG,4018.52
2024-11-15,Adamawa,Oranges,400 G,600.0
2024-11-15,Adamawa,Rice (local),2.7 KG,3838.8900000000003
2024-11-15,Adamawa,Tomatoes,0.5 KG,200.0
2024-11-15,Adamawa,Yam,2.5 KG,1900.0
2024-11-15,Borno,Beans (red),2.5 KG,4099.822727272727
2024-11-15,Borno,Oranges,400 G,317.90555555555557
2024-11-15,Borno,Rice (local),2.7 KG,4475.933
2024-11-15,Borno,Tomatoes,0.5 KG,259.16
2024-11-15,Borno,Yam,2.5 KG,3258.046363636364
2024-11-15,Yobe,Beans (red),2.5 KG,3817.0020000000004
2024-11-15,Yobe,Oranges,400 G,384.5825
2024-11-15,Yobe,Rice (local),2.7 KG,3638.84
2024-11-15,Yobe,Tomatoes,0.5 KG,251.334
2024-11-15,Yobe,Yam,2.5 KG,2728.06
2024-12-15,Adamawa,Beans (red),2.5 KG,5500.0
2024-12-15,Adamawa,Oranges,400 G,470.0
2024-12-15,Adamawa,Rice (local),2.7 KG,3563.33
2024-12-15,Adamawa,Tomatoes,0.5 KG,293.33500000000004
2024-12-15,Adamawa,Yam,2.5 KG,3416.665
2024-12-15,Borno,Beans (red),2.5 KG,3805.682222222222
2024-12-15,Borno,Oranges,400 G,357.8008333333333
2024-12-15,Borno,Rice (local),2.7 KG,4288.8422222222225
2024-12-15,Borno,Tomatoes,0.5 KG,278.132
2024-12-15,Borno,Yam,2.5 KG,3335.416
2024-12-15,Yobe,Beans (red),2.5 KG,3153.7883333333334
2024-12-15,Yobe,Oranges,400 G,406.54714285714283
2024-12-15,Yobe,Rice (local),2.7 KG,3867.9985714285717
2024-12-15,Yobe,Tomatoes,0.5 KG,170.625
2024-12-15,Yobe,Yam,2.5 KG,3149.33625
2025-01-15,Adamawa,Beans (red),2.5 KG,3500.0
2025-01-15,Adamawa,Oranges,400 G,366.66499999999996
2025-01-15,Adamawa,Rice (local),2.7 KG,3883.335
2025-01-15,Adamawa,Yam,2.5 KG,2833.33
2025-01-15,Borno,Beans (red),2.5 KG,3798.262142857143
2025-01-15,Borno,Oranges,400 G,514.8846666666667
2025-01-15,Borno,Rice (local),2.7 KG,4230.942666666667
2025-01-15,Borno,Tomatoes,0.5 KG,222.47866666666667
2025-01-15,Borno,Yam,2.5 KG,3576.4121428571425
2025-01-15,Yobe,Beans (red),2.5 KG,3065.3866666666668
2025-01-15,Yobe,Oranges,400 G,403.205
2025-01-15,Yobe,Rice (local),2.7 KG,3846.555
2025-01-15,Yobe,Tomatoes,0.5 KG,235.5775
2025-01-15,Yobe,Yam,2.5 KG,3462.0885714285714
2025-02-15,Borno,Beans (red),2.5 KG,3830.6342857142854
2025-02-15,Borno,Oranges,400 G,410.2166666666667
2025-02-15,Borno,Rice (local),2.7 KG,4171.606
2025-02-15,Borno,Tomatoes,0.5 KG,208.06875
2025-02-15,Borno,Yam,2.5 KG,3198.059
2025-02-15,Yobe,Beans (red),2.5 KG,3316.5
2025-02-15,Yobe,Oranges,400 G,429.7616666666667
2025-02-15,Yobe,Rice (local),2.7 KG,3740.76
2025-02-15,Yobe,Tomatoes,0.5 KG,214.29833333333332
2025-02-15,Yobe,Yam,2.5 KG,3338.433333333333
2025-03-15,Borno,Beans (red),2.5 KG,3483.62125
2025-03-15,Borno,Oranges,400 G,312.5
2025-03-15,Borno,Rice (local),2.7 KG,4006.61375
2025-03-15,Borno,Tomatoes,0.5 KG,271.2366666666667
2025-03-15,Borno,Yam,2.5 KG,3012.97125
2025-03-15,Yobe,Beans (red),2.5 KG,2691.213333333333
2025-03-15,Yobe,Oranges,400 G,499.1925
2025-03-15,Yobe,Rice (local),2.7 KG,3750.0
2025-03-15,Yobe,Tomatoes,0.5 KG,213.845
2025-03-15,Yobe,Yam,2.5 KG,3650.0
2025-04-15,Borno,Beans (red),2.5 KG,3166.145
2025-04-15,Borno,Oranges,400 G,273.9109090909091
2025-04-15,Borno,Rice (local),2.7 KG,4063.3184615384616
2025-04-15,Borno,Tomatoes,0.5 KG,224.38857142857142
2025-04-15,Borno,Yam,2.5 KG,3117.395
2025-04-15,Yobe,Beans (red),2.5 KG,2649.645
2025-04-15,Yobe,Oranges,400 G,393.5175
2025-04-15,Yobe,Rice (local),2.7 KG,3450.0
2025-04-15,Yobe,Tomatoes,0.5 KG,187.5
2025-04-15,Yobe,Yam,2.5 KG,2994.4449999999997
2025-05-15,Borno,Beans (red),2.5 KG,2884.0673333333334
2025-05-15,Borno,Oranges,400 G,317.2885714285714
2025-05-15,Borno,Rice (local),2.7 KG,3906.514705882353
2025-05-15,Borno,Tomatoes,0.5 KG,250.828
2025-05-15,Borno,Yam,2.5 KG,3462.5190909090907
2025-05-15,Yobe,Beans (red),2.5 KG,2766.4828571428575
2025-05-15,Yobe,Oranges,400 G,392.85714285714283
2025-05-15,Yobe,Rice (local),2.7 KG,3361.4557142857143
2025-05-15,Yobe,Tomatoes,0.5 KG,357.14285714285717
2025-05-15,Yobe,Yam,2.5 KG,3906.48125
2025-06-15,Borno,Beans (red),2.5 KG,2694.071
2025-06-15,Borno,Oranges,400 G,333.8972727272727
2025-06-15,Borno,Rice (local),2.7 KG,3664.708181818182
2025-06-15,Borno,Tomatoes,0.5 KG,295.7077777777778
2025-06-15,Borno,Yam,2.5 KG,2960.9255555555555
2025-06-15,Yobe,Beans (red),2.5 KG,2822.213333333333
2025-06-15,Yobe,Oranges,400 G,406.9666666666667
2025-06-15,Yobe,Rice (local),2.7 KG,3140.0755555555556
2025-06-15,Yobe,Tomatoes,0.5 KG,302.2711111111111
2025-06-15,Yobe,Yam,2.5 KG,4064.1416666666664
2025-07-15,Borno,Beans (red),2.5 KG,2755.59
2025-07-15,Borno,Oranges,400 G,367.43833333333333
2025-07-15,Borno,Rice (local),2.7 KG,3736.8016666666667
2025-07-15,Borno,Tomatoes,0.5 KG,328.125
2025-07-15,Borno,Yam,2.5 KG,3865.164285714286
2025-07-15,Yobe,Beans (red),2.5 KG,2741.3583333333336
2025-07-15,Yobe,Oranges,400 G,405.2125
2025-07-15,Yobe,Rice (local),2.7 KG,2844.204
2025-07-15,Yobe,Tomatoes,0.5 KG,379.62833333333333
2025-07-15,Yobe,Yam,2.5 KG,4055.8700000000003
2025-08-15,Borno,Beans (red),2.5 KG,2671.498181818182
2025-08-15,Borno,Oranges,400 G,368.6036363636363
2025-08-15,Borno,Rice (local),2.7 KG,3251.5
2025-08-15,Borno,Tomatoes,0.5 KG,336.45875
2025-08-15,Borno,Yam,2.5 KG,3490.45625
2025-08-15,Yobe,Beans (red),2.5 KG,2465.145
2025-08-15,Yobe,Oranges,400 G,410.0
2025-08-15,Yobe,Rice (local),2.7 KG,2651.785714285714
2025-08-15,Yobe,Tomatoes,0.5 KG,302.5
2025-08-15,Yobe,Yam,2.5 KG,3766.668
2025-09-15,Adamawa,Beans (red),2.5 KG,3000.0
2025-09-15,Adamawa,Oranges,400 G,500.0
2025-09-15,Adamawa,Yam,2.5 KG,1500.0
2025-09-15,Borno,Beans (red),2.5 KG,2426.63
2025-09-15,Borno,Oranges,400 G,344.59666666666664
2025-09-15,Borno,Rice (local),2.7 KG,3189.9109090909087
2025-09-15,Borno,Tomatoes,0.5 KG,261.4153846153846
2025-09-15,Borno,Yam,2.5 KG,3155.259230769231
2025-09-15,Yobe,Beans (red),2.5 KG,2306.2599999999998
2025-09-15,Yobe,Oranges,400 G,387.47799999999995
2025-09-15,Yobe,Rice (local),2.7 KG,2669.9985714285713
2025-09-15,Yobe,Tomatoes,0.5 KG,273.8625
2025-09-15,Yobe,Yam,2.5 KG,3300.87875
2025-10-15,Adamawa,Beans (red),2.5 KG,2000.0
2025-10-15,Adamawa,Oranges,400 G,500.0
2025-10-15,Adamawa,Rice (local),2.7 KG,2316.6666666666665
2025-10-15,Adamawa,Tomatoes,0.5 KG,366.6666666666667
2025-10-15,Adamawa,Yam,2.5 KG,2684.21
2025-10-15,Borno,Beans (red),2.5 KG,2486.8292857142856
2025-10-15,Borno,Oranges,400 G,343.555625
2025-10-15,Borno,Rice (local),2.7 KG,2947.0674999999997
2025-10-15,Borno,Tomatoes,0.5 KG,245.4353846153846
2025-10-15,Borno,Yam,2.5 KG,3222.6207142857143
2025-10-15,Yobe,Beans (red),2.5 KG,1955.297142857143
2025-10-15,Yobe,Oranges,400 G,396.6857142857143
2025-10-15,Yobe,Rice (local),2.7 KG,2395.4125
2025-10-15,Yobe,Tomatoes,0.5 KG,221.40142857142857
2025-10-15,Yobe,Yam,2.5 KG,2791.266666666667
2025-11-15,Adamawa,Beans (red),2.5 KG,2000.0
2025-11-15,Adamawa,Oranges,400 G,400.0
2025-11-15,Adamawa,Rice (local),2.7 KG,1975.0
2025-11-15,Adamawa,Tomatoes,0.5 KG,400.0
2025-11-15,Adamawa,Yam,2.5 KG,3250.0
2025-11-15,Borno,Beans (red),2.5 KG,2361.1111111111113
2025-11-15,Borno,Oranges,400 G,375.0
2025-11-15,Borno,Rice (local),2.7 KG,2755.5555555555557
2025-11-15,Borno,Tomatoes,0.5 KG,289.2857142857143
2025-11-15,Borno,Yam,2.5 KG,2625.0
2025-11-15,Yobe,Beans (red),2.5 KG,1800.0
2025-11-15,Yobe,Oranges,400 G,416.6666666666667
2025-11-15,Yobe,Rice (local),2.7 KG,2325.0
2025-11-15,Yobe,Tomatoes,0.5 KG,295.0
2025-11-15,Yobe,Yam,2.5 KG,2625.0
